region,x,y,z,network,hemisphere,structure
7Networks_LH_Vis_26,-12.0,-71.0,20.0,Vis,L,cortical
7Networks_LH_Vis_27,-25.0,-85.0,21.0,Vis,L,cortical
7Networks_LH_Vis_28,-32.0,-84.0,27.0,Vis,L,cortical
7Networks_LH_Vis_29,-16.0,-89.0,33.0,Vis,L,cortical
7Networks_LH_Vis_30,-12.0,-81.0,36.0,Vis,L,cortical
7Networks_LH_Vis_31,-21.0,-79.0,45.0,Vis,L,cortical
7Networks_LH_SomMot_1,-50.0,-9.0,0.0,SomMot,L,cortical
7Networks_LH_SomMot_2,-56.0,-22.0,8.0,SomMot,L,cortical
7Networks_LH_SomMot_3,-36.0,-24.0,10.0,SomMot,L,cortical
7Networks_LH_SomMot_4,-38.0,-9.0,13.0,SomMot,L,cortical
7Networks_LH_SomMot_5,-36.0,-26.0,19.0,SomMot,L,cortical
7Networks_LH_SomMot_6,-59.0,-37.0,16.0,SomMot,L,cortical
7Networks_LH_SomMot_7,-41.0,-35.0,14.0,SomMot,L,cortical
7Networks_LH_SomMot_8,-49.0,-13.0,14.0,SomMot,L,cortical
7Networks_LH_SomMot_9,-60.0,-2.0,11.0,SomMot,L,cortical
7Networks_LH_SomMot_10,-48.0,-24.0,18.0,SomMot,L,cortical
7Networks_LH_SomMot_11,-61.0,-18.0,19.0,SomMot,L,cortical
7Networks_LH_SomMot_12,-59.0,-2.0,23.0,SomMot,L,cortical
7Networks_LH_SomMot_13,-63.0,-10.0,31.0,SomMot,L,cortical
7Networks_LH_SomMot_14,-53.0,-9.0,30.0,SomMot,L,cortical
7Networks_LH_SomMot_15,-55.0,-20.0,41.0,SomMot,L,cortical
7Networks_LH_SomMot_16,-51.0,-7.0,43.0,SomMot,L,cortical
7Networks_LH_SomMot_17,-48.0,-16.0,40.0,SomMot,L,cortical
7Networks_LH_SomMot_18,-8.0,-15.0,47.0,SomMot,L,cortical
7Networks_LH_SomMot_19,-41.0,-14.0,47.0,SomMot,L,cortical
7Networks_LH_SomMot_20,-49.0,-17.0,54.0,SomMot,L,cortical
7Networks_LH_SomMot_21,-48.0,-29.0,58.0,SomMot,L,cortical
7Networks_LH_SomMot_22,-39.0,-25.0,53.0,SomMot,L,cortical
7Networks_LH_SomMot_23,-9.0,-38.0,54.0,SomMot,L,cortical
7Networks_LH_SomMot_24,-4.0,-25.0,56.0,SomMot,L,cortical
7Networks_LH_SomMot_25,-4.0,-9.0,59.0,SomMot,L,cortical
7Networks_LH_SomMot_26,-36.0,-19.0,65.0,SomMot,L,cortical
7Networks_LH_SomMot_27,-30.0,-46.0,63.0,SomMot,L,cortical
7Networks_LH_SomMot_28,-32.0,-29.0,63.0,SomMot,L,cortical
7Networks_LH_SomMot_29,-30.0,-38.0,65.0,SomMot,L,cortical
7Networks_LH_SomMot_30,-23.0,-11.0,65.0,SomMot,L,cortical
7Networks_LH_SomMot_31,-19.0,-24.0,67.0,SomMot,L,cortical
7Networks_LH_SomMot_32,-9.0,-42.0,70.0,SomMot,L,cortical
7Networks_LH_SomMot_33,-4.0,-25.0,69.0,SomMot,L,cortical
7Networks_LH_SomMot_34,-14.0,-11.0,73.0,SomMot,L,cortical
7Networks_LH_SomMot_35,-19.0,-31.0,69.0,SomMot,L,cortical
7Networks_LH_SomMot_36,-19.0,-40.0,72.0,SomMot,L,cortical
7Networks_LH_SomMot_37,-12.0,-27.0,73.0,SomMot,L,cortical
7Networks_LH_DorsAttn_Post_1,-45.0,-42.0,-21.0,DorsAttn,L,cortical
7Networks_LH_DorsAttn_Post_2,-49.0,-56.0,-15.0,DorsAttn,L,cortical
7Networks_LH_DorsAttn_Post_3,-55.0,-62.0,-1.0,DorsAttn,L,cortical
7Networks_LH_DorsAttn_Post_4,-48.0,-65.0,15.0,DorsAttn,L,cortical
7Networks_LH_DorsAttn_Post_5,-26.0,-70.0,31.0,DorsAttn,L,cortical
7Networks_LH_DorsAttn_Post_6,-55.0,-32.0,45.0,DorsAttn,L,cortical
7Networks_LH_DorsAttn_Post_7,-23.0,-65.0,46.0,DorsAttn,L,cortical
7Networks_LH_DorsAttn_Post_8,-46.0,-29.0,44.0,DorsAttn,L,cortical
7Networks_LH_DorsAttn_Post_9,-33.0,-46.0,41.0,DorsAttn,L,cortical
7Networks_LH_DorsAttn_Post_10,-29.0,-58.0,50.0,DorsAttn,L,cortical
7Networks_LH_DorsAttn_Post_11,-39.0,-37.0,49.0,DorsAttn,L,cortical
7Networks_LH_DorsAttn_Post_12,-36.0,-52.0,56.0,DorsAttn,L,cortical
7Networks_LH_DorsAttn_Post_13,-15.0,-71.0,57.0,DorsAttn,L,cortical
7Networks_LH_DorsAttn_Post_14,-29.0,-61.0,62.0,DorsAttn,L,cortical
7Networks_LH_DorsAttn_Post_15,-7.0,-59.0,63.0,DorsAttn,L,cortical
7Networks_LH_DorsAttn_Post_16,-20.0,-57.0,66.0,DorsAttn,L,cortical
7Networks_LH_DorsAttn_Post_17,-13.0,-50.0,72.0,DorsAttn,L,cortical
7Networks_LH_DorsAttn_FEF_1,-40.0,-3.0,51.0,DorsAttn,L,cortical
7Networks_LH_DorsAttn_FEF_2,-25.0,-1.0,55.0,DorsAttn,L,cortical
7Networks_LH_DorsAttn_FEF_3,-30.0,-8.0,52.0,DorsAttn,L,cortical
7Networks_LH_DorsAttn_FEF_4,-21.0,5.0,65.0,DorsAttn,L,cortical
7Networks_LH_DorsAttn_PrCv_1,-49.0,6.0,26.0,DorsAttn,L,cortical
7Networks_LH_DorsAttn_PrCv_2,-50.0,3.0,38.0,DorsAttn,L,cortical
7Networks_LH_SalVentAttn_ParOper_1,-55.0,-32.0,22.0,SalVentAttn,L,cortical
7Networks_LH_SalVentAttn_ParOper_2,-58.0,-44.0,27.0,SalVentAttn,L,cortical
7Networks_LH_SalVentAttn_ParOper_3,-61.0,-23.0,33.0,SalVentAttn,L,cortical
7Networks_LH_SalVentAttn_ParOper_4,-61.0,-36.0,33.0,SalVentAttn,L,cortical
7Networks_LH_SalVentAttn_TempOcc_1,-57.0,-54.0,10.0,SalVentAttn,L,cortical
7Networks_LH_SalVentAttn_FrOperIns_1,-44.0,5.0,-17.0,SalVentAttn,L,cortical
7Networks_LH_SalVentAttn_FrOperIns_2,-39.0,2.0,-4.0,SalVentAttn,L,cortical
7Networks_LH_SalVentAttn_FrOperIns_3,-33.0,25.0,-1.0,SalVentAttn,L,cortical
7Networks_LH_SalVentAttn_FrOperIns_4,-40.0,-15.0,-2.0,SalVentAttn,L,cortical
7Networks_LH_SalVentAttn_FrOperIns_5,-33.0,19.0,8.0,SalVentAttn,L,cortical
7Networks_LH_SalVentAttn_FrOperIns_6,-36.0,4.0,11.0,SalVentAttn,L,cortical
7Networks_LH_SalVentAttn_FrOperIns_7,-43.0,12.0,2.0,SalVentAttn,L,cortical
7Networks_LH_SalVentAttn_FrOperIns_8,-50.0,1.0,5.0,SalVentAttn,L,cortical
7Networks_LH_SalVentAttn_FrOperIns_9,-52.0,9.0,13.0,SalVentAttn,L,cortical
7Networks_LH_SalVentAttn_PFCl_1,-29.0,43.0,30.0,SalVentAttn,L,cortical
7Networks_LH_SalVentAttn_Med_1,-6.0,22.0,31.0,SalVentAttn,L,cortical
7Networks_LH_SalVentAttn_Med_2,-7.0,0.0,41.0,SalVentAttn,L,cortical
7Networks_LH_SalVentAttn_Med_3,-11.0,-27.0,41.0,SalVentAttn,L,cortical
7Networks_LH_SalVentAttn_Med_4,-5.0,9.0,48.0,SalVentAttn,L,cortical
7Networks_LH_SalVentAttn_Med_5,-13.0,-41.0,47.0,SalVentAttn,L,cortical
7Networks_LH_SalVentAttn_Med_6,-6.0,-49.0,57.0,SalVentAttn,L,cortical
7Networks_LH_SalVentAttn_Med_7,-8.0,-3.0,71.0,SalVentAttn,L,cortical
7Networks_LH_Limbic_OFC_1,-12.0,25.0,-21.0,Limbic,L,cortical
7Networks_LH_Limbic_OFC_2,-24.0,23.0,-20.0,Limbic,L,cortical
7Networks_LH_Limbic_OFC_3,-10.0,47.0,-21.0,Limbic,L,cortical
7Networks_LH_Limbic_OFC_4,-4.0,23.0,-19.0,Limbic,L,cortical
7Networks_LH_Limbic_OFC_5,-15.0,65.0,-8.0,Limbic,L,cortical
7Networks_LH_Limbic_TempPole_1,-37.0,-5.0,-42.0,Limbic,L,cortical
7Networks_LH_Limbic_TempPole_2,-25.0,6.0,-39.0,Limbic,L,cortical
7Networks_LH_Limbic_TempPole_3,-26.0,-9.0,-33.0,Limbic,L,cortical
7Networks_LH_Limbic_TempPole_4,-54.0,-21.0,-31.0,Limbic,L,cortical
7Networks_LH_Limbic_TempPole_5,-40.0,-21.0,-27.0,Limbic,L,cortical
7Networks_LH_Limbic_TempPole_6,-44.0,13.0,-34.0,Limbic,L,cortical
7Networks_LH_Limbic_TempPole_7,-32.0,12.0,-29.0,Limbic,L,cortical
7Networks_LH_Limbic_TempPole_8,-21.0,-21.0,-26.0,Limbic,L,cortical
7Networks_LH_Cont_Par_1,-29.0,-74.0,42.0,Cont,L,cortical
7Networks_LH_Cont_Par_2,-58.0,-42.0,45.0,Cont,L,cortical
7Networks_LH_Cont_Par_3,-53.0,-50.0,45.0,Cont,L,cortical
7Networks_LH_Cont_Par_4,-35.0,-62.0,48.0,Cont,L,cortical
7Networks_LH_Cont_Par_5,-42.0,-52.0,49.0,Cont,L,cortical
7Networks_LH_Cont_Par_6,-45.0,-41.0,47.0,Cont,L,cortical
7Networks_LH_Cont_Temp_1,-60.0,-49.0,-10.0,Cont,L,cortical
7Networks_LH_Cont_OFC_1,-27.0,49.0,-14.0,Cont,L,cortical
7Networks_LH_Cont_PFCl_1,-42.0,49.0,-6.0,Cont,L,cortical
7Networks_LH_Cont_PFCl_2,-48.0,35.0,10.0,Cont,L,cortical
7Networks_LH_Cont_PFCl_3,-38.0,49.0,11.0,Cont,L,cortical
7Networks_LH_Cont_PFCl_4,-28.0,57.0,13.0,Cont,L,cortical
7Networks_LH_Cont_PFCl_5,-42.0,38.0,22.0,Cont,L,cortical
7Networks_LH_Cont_PFCl_6,-45.0,20.0,27.0,Cont,L,cortical
7Networks_LH_Cont_PFCl_7,-39.0,7.0,34.0,Cont,L,cortical
7Networks_LH_Cont_PFCl_8,-36.0,32.0,38.0,Cont,L,cortical
7Networks_LH_Cont_PFCv_1,-34.0,16.0,-8.0,Cont,L,cortical
7Networks_LH_Cont_pCun_1,-9.0,-77.0,45.0,Cont,L,cortical
7Networks_LH_Cont_pCun_2,-5.0,-64.0,52.0,Cont,L,cortical
7Networks_LH_Cont_Cing_1,-3.0,5.0,29.0,Cont,L,cortical
7Networks_LH_Cont_Cing_2,-4.0,-22.0,29.0,Cont,L,cortical
7Networks_LH_Cont_PFCmp_1,-4.0,28.0,47.0,Cont,L,cortical
7Networks_LH_Default_Temp_1,-54.0,-2.0,-30.0,Default,L,cortical
7Networks_LH_Default_Temp_2,-62.0,-18.0,-21.0,Default,L,cortical
7Networks_LH_Default_Temp_3,-60.0,-36.0,-18.0,Default,L,cortical
7Networks_LH_Default_Temp_4,-57.0,-9.0,-14.0,Default,L,cortical
7Networks_LH_Default_Temp_5,-53.0,6.0,-11.0,Default,L,cortical
7Networks_LH_Default_Temp_6,-61.0,-35.0,-3.0,Default,L,cortical
7Networks_LH_Default_Temp_7,-52.0,-22.0,-6.0,Default,L,cortical
7Networks_LH_Default_Temp_8,-61.0,-13.0,-3.0,Default,L,cortical
7Networks_LH_Default_Temp_9,-62.0,-32.0,5.0,Default,L,cortical
7Networks_LH_Default_Temp_10,-52.0,-43.0,5.0,Default,L,cortical
7Networks_LH_Default_Par_1,-59.0,-49.0,16.0,Default,L,cortical
7Networks_LH_Default_Par_2,-45.0,-58.0,21.0,Default,L,cortical
7Networks_LH_Default_Par_3,-40.0,-79.0,30.0,Default,L,cortical
7Networks_LH_Default_Par_4,-47.0,-64.0,31.0,Default,L,cortical
7Networks_LH_Default_Par_5,-57.0,-55.0,30.0,Default,L,cortical
7Networks_LH_Default_Par_6,-41.0,-72.0,43.0,Default,L,cortical
7Networks_LH_Default_Par_7,-49.0,-60.0,47.0,Default,L,cortical
7Networks_LH_Default_PFC_1,-36.0,22.0,-16.0,Default,L,cortical
7Networks_LH_Default_PFC_2,-36.0,37.0,-13.0,Default,L,cortical
7Networks_LH_Default_PFC_3,-5.0,55.0,-10.0,Default,L,cortical
7Networks_LH_Default_PFC_4,-6.0,35.0,-9.0,Default,L,cortical
7Networks_LH_Default_PFC_5,-46.0,32.0,-10.0,Default,L,cortical
7Networks_LH_Default_PFC_6,-28.0,58.0,-1.0,Default,L,cortical
7Networks_LH_Default_PFC_7,-48.0,28.0,0.0,Default,L,cortical
7Networks_LH_Default_PFC_8,-6.0,59.0,7.0,Default,L,cortical
7Networks_LH_Default_PFC_9,-6.0,45.0,6.0,Default,L,cortical
7Networks_LH_Default_PFC_10,-53.0,19.0,11.0,Default,L,cortical
7Networks_LH_Default_PFC_11,-16.0,67.0,8.0,Default,L,cortical
7Networks_LH_Default_PFC_12,-5.0,34.0,21.0,Default,L,cortical
7Networks_LH_Default_PFC_13,-4.0,51.0,28.0,Default,L,cortical
7Networks_LH_Default_PFC_14,-14.0,58.0,31.0,Default,L,cortical
7Networks_LH_Default_PFC_15,-22.0,51.0,31.0,Default,L,cortical
7Networks_LH_Default_PFC_16,-25.0,28.0,43.0,Default,L,cortical
7Networks_LH_Default_PFC_17,-41.0,19.0,48.0,Default,L,cortical
7Networks_LH_Default_PFC_18,-8.0,43.0,51.0,Default,L,cortical
7Networks_LH_Default_PFC_19,-18.0,36.0,48.0,Default,L,cortical
7Networks_LH_Default_PFC_20,-42.0,7.0,48.0,Default,L,cortical
7Networks_LH_Default_PFC_21,-30.0,14.0,57.0,Default,L,cortical
7Networks_LH_Default_PFC_22,-22.0,20.0,52.0,Default,L,cortical
7Networks_LH_Default_PFC_23,-13.0,24.0,61.0,Default,L,cortical
7Networks_LH_Default_PFC_24,-6.0,10.0,65.0,Default,L,cortical
7Networks_LH_Default_pCunPCC_1,-8.0,-52.0,9.0,Default,L,cortical
7Networks_LH_Default_pCunPCC_2,-13.0,-61.0,19.0,Default,L,cortical
7Networks_LH_Default_pCunPCC_3,-4.0,-53.0,20.0,Default,L,cortical
7Networks_LH_Default_pCunPCC_4,-6.0,-41.0,24.0,Default,L,cortical
7Networks_LH_Default_pCunPCC_5,-10.0,-70.0,32.0,Default,L,cortical
7Networks_LH_Default_pCunPCC_6,-5.0,-60.0,30.0,Default,L,cortical
7Networks_LH_Default_pCunPCC_7,-7.0,-44.0,32.0,Default,L,cortical
7Networks_LH_Default_pCunPCC_8,-4.0,-34.0,38.0,Default,L,cortical
7Networks_LH_Default_pCunPCC_9,-3.0,-15.0,37.0,Default,L,cortical
7Networks_LH_Default_pCunPCC_10,-3.0,-68.0,41.0,Default,L,cortical
7Networks_LH_Default_pCunPCC_11,-7.0,-51.0,43.0,Default,L,cortical
7Networks_RH_Vis_1,34.0,-37.0,-23.0,Vis,R,cortical
7Networks_RH_Vis_2,31.0,-31.0,-18.0,Vis,R,cortical
7Networks_RH_Vis_3,36.0,-53.0,-17.0,Vis,R,cortical
7Networks_RH_Vis_4,37.0,-73.0,-16.0,Vis,R,cortical
7Networks_RH_Vis_5,26.0,-52.0,-9.0,Vis,R,cortical
7Networks_RH_Vis_6,23.0,-74.0,-11.0,Vis,R,cortical
7Networks_RH_Vis_7,18.0,-36.0,-12.0,Vis,R,cortical
7Networks_RH_Vis_8,20.0,-88.0,-13.0,Vis,R,cortical
7Networks_RH_Vis_9,50.0,-64.0,-9.0,Vis,R,cortical
7Networks_RH_Vis_10,42.0,-84.0,-12.0,Vis,R,cortical
7Networks_RH_Vis_11,9.0,-72.0,-5.0,Vis,R,cortical
7Networks_RH_Vis_12,13.0,-58.0,-3.0,Vis,R,cortical
7Networks_RH_Vis_13,25.0,-97.0,-10.0,Vis,R,cortical
7Networks_RH_Vis_14,18.0,-45.0,-3.0,Vis,R,cortical
7Networks_RH_Vis_15,8.0,-92.0,-2.0,Vis,R,cortical
7Networks_RH_Vis_16,48.0,-66.0,4.0,Vis,R,cortical
7Networks_RH_Vis_17,14.0,-46.0,4.0,Vis,R,cortical
7Networks_RH_Vis_18,35.0,-89.0,2.0,Vis,R,cortical
7Networks_RH_Vis_19,9.0,-74.0,9.0,Vis,R,cortical
7Networks_RH_Vis_20,22.0,-59.0,6.0,Vis,R,cortical
7Networks_RH_Vis_21,24.0,-99.0,7.0,Vis,R,cortical
7Networks_RH_Vis_22,43.0,-79.0,10.0,Vis,R,cortical
7Networks_RH_Vis_23,13.0,-94.0,19.0,Vis,R,cortical
7Networks_RH_Vis_24,16.0,-66.0,19.0,Vis,R,cortical
7Networks_RH_Vis_25,5.0,-80.0,24.0,Vis,R,cortical
7Networks_RH_Vis_26,27.0,-87.0,21.0,Vis,R,cortical
7Networks_RH_Vis_27,36.0,-79.0,24.0,Vis,R,cortical
7Networks_RH_Vis_28,14.0,-78.0,34.0,Vis,R,cortical
7Networks_RH_Vis_29,16.0,-87.0,36.0,Vis,R,cortical
7Networks_RH_Vis_30,29.0,-78.0,37.0,Vis,R,cortical
7Networks_RH_SomMot_1,53.0,3.0,-6.0,SomMot,R,cortical
7Networks_RH_SomMot_2,62.0,-19.0,0.0,SomMot,R,cortical
7Networks_RH_SomMot_3,53.0,-14.0,6.0,SomMot,R,cortical
7Networks_RH_SomMot_4,39.0,-19.0,5.0,SomMot,R,cortical
7Networks_RH_SomMot_5,37.0,-8.0,14.0,SomMot,R,cortical
7Networks_RH_SomMot_6,35.0,-21.0,14.0,SomMot,R,cortical
7Networks_RH_SomMot_7,60.0,-24.0,11.0,SomMot,R,cortical
7Networks_RH_SomMot_8,65.0,-34.0,11.0,SomMot,R,cortical
7Networks_RH_SomMot_9,41.0,-13.0,18.0,SomMot,R,cortical
7Networks_RH_SomMot_10,41.0,-29.0,18.0,SomMot,R,cortical
7Networks_RH_SomMot_11,50.0,-10.0,13.0,SomMot,R,cortical
7Networks_RH_SomMot_12,59.0,1.0,10.0,SomMot,R,cortical
7Networks_RH_SomMot_13,49.0,-21.0,19.0,SomMot,R,cortical
7Networks_RH_SomMot_14,62.0,-12.0,15.0,SomMot,R,cortical
7Networks_RH_SomMot_15,61.0,6.0,30.0,SomMot,R,cortical
7Networks_RH_SomMot_16,60.0,-5.0,27.0,SomMot,R,cortical
7Networks_RH_SomMot_17,61.0,-14.0,30.0,SomMot,R,cortical
7Networks_RH_SomMot_18,52.0,-6.0,37.0,SomMot,R,cortical
7Networks_RH_SomMot_19,54.0,-17.0,40.0,SomMot,R,cortical
7Networks_RH_SomMot_20,11.0,-17.0,41.0,SomMot,R,cortical
7Networks_RH_SomMot_21,52.0,-13.0,49.0,SomMot,R,cortical
7Networks_RH_SomMot_22,44.0,-10.0,49.0,SomMot,R,cortical
7Networks_RH_SomMot_23,49.0,-26.0,56.0,SomMot,R,cortical
7Networks_RH_SomMot_24,7.0,-10.0,51.0,SomMot,R,cortical
7Networks_RH_SomMot_25,43.0,-21.0,54.0,SomMot,R,cortical
7Networks_RH_SomMot_26,37.0,-20.0,64.0,SomMot,R,cortical
7Networks_RH_SomMot_27,32.0,-34.0,63.0,SomMot,R,cortical
7Networks_RH_SomMot_28,31.0,-41.0,64.0,SomMot,R,cortical
7Networks_RH_SomMot_29,34.0,-27.0,61.0,SomMot,R,cortical
7Networks_RH_SomMot_30,4.0,-25.0,58.0,SomMot,R,cortical
7Networks_RH_SomMot_31,29.0,-11.0,65.0,SomMot,R,cortical
7Networks_RH_SomMot_32,9.0,-40.0,68.0,SomMot,R,cortical
7Networks_RH_SomMot_33,21.0,-24.0,67.0,SomMot,R,cortical
7Networks_RH_SomMot_34,22.0,-29.0,68.0,SomMot,R,cortical
7Networks_RH_SomMot_35,22.0,-35.0,71.0,SomMot,R,cortical
7Networks_RH_SomMot_36,17.0,-6.0,69.0,SomMot,R,cortical
7Networks_RH_SomMot_37,16.0,-47.0,74.0,SomMot,R,cortical
7Networks_RH_SomMot_38,5.0,-22.0,72.0,SomMot,R,cortical
7Networks_RH_SomMot_39,17.0,-18.0,73.0,SomMot,R,cortical
7Networks_RH_SomMot_40,13.0,-33.0,76.0,SomMot,R,cortical
7Networks_RH_DorsAttn_Post_1,50.0,-49.0,-18.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_2,59.0,-55.0,-2.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_3,54.0,-56.0,12.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_4,45.0,-75.0,31.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_5,32.0,-66.0,35.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_6,57.0,-23.0,44.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_7,19.0,-79.0,50.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_8,44.0,-37.0,50.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_9,45.0,-28.0,42.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_10,31.0,-64.0,53.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_11,36.0,-44.0,45.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_12,21.0,-69.0,53.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_13,35.0,-36.0,51.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_14,34.0,-50.0,54.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_15,8.0,-71.0,53.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_16,27.0,-58.0,61.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_17,7.0,-54.0,59.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_18,14.0,-64.0,65.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_19,24.0,-50.0,68.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_FEF_1,39.0,-3.0,53.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_FEF_2,27.0,-3.0,52.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_FEF_3,25.0,-3.0,64.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_PrCv_1,49.0,8.0,25.0,DorsAttn,R,cortical
7Networks_RH_SalVentAttn_TempOccPar_1,59.0,-46.0,7.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_TempOccPar_2,51.0,-41.0,13.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_TempOccPar_3,62.0,-40.0,22.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_TempOccPar_4,58.0,-31.0,24.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_TempOccPar_5,60.0,-22.0,22.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_TempOccPar_6,63.0,-26.0,38.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_TempOccPar_7,62.0,-37.0,37.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_PrC_1,51.0,3.0,41.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_FrOperIns_1,40.0,5.0,-15.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_FrOperIns_2,41.0,8.0,-3.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_FrOperIns_3,40.0,-10.0,-4.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_FrOperIns_4,39.0,-2.0,6.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_FrOperIns_5,37.0,23.0,5.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_FrOperIns_6,38.0,7.0,11.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_FrOperIns_7,49.0,5.0,3.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_FrOperIns_8,54.0,12.0,12.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_PFCl_1,33.0,45.0,28.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_Med_1,7.0,19.0,35.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_Med_2,7.0,2.0,43.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_Med_3,12.0,-34.0,43.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_Med_4,6.0,11.0,58.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_Med_5,10.0,-43.0,53.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_Med_6,11.0,-32.0,50.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_Med_7,7.0,-2.0,67.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_Med_8,16.0,7.0,69.0,SalVentAttn,R,cortical
7Networks_RH_Limbic_OFC_1,13.0,24.0,-21.0,Limbic,R,cortical
7Networks_RH_Limbic_OFC_2,23.0,22.0,-21.0,Limbic,R,cortical
7Networks_RH_Limbic_OFC_3,8.0,47.0,-23.0,Limbic,R,cortical
7Networks_RH_Limbic_OFC_4,20.0,43.0,-18.0,Limbic,R,cortical
7Networks_RH_Limbic_OFC_5,5.0,22.0,-21.0,Limbic,R,cortical
7Networks_RH_Limbic_OFC_6,9.0,63.0,-14.0,Limbic,R,cortical
7Networks_RH_Limbic_TempPole_1,28.0,-1.0,-40.0,Limbic,R,cortical
7Networks_RH_Limbic_TempPole_2,49.0,-7.0,-39.0,Limbic,R,cortical
7Networks_RH_Limbic_TempPole_3,37.0,17.0,-38.0,Limbic,R,cortical
7Networks_RH_Limbic_TempPole_4,39.0,-15.0,-31.0,Limbic,R,cortical
