region,x,y,z,network,hemisphere,structure
7Networks_LH_Default_PFC_5,-9.0,48.0,41.0,Default,L,cortical
7Networks_LH_Default_PFC_6,-41.0,14.0,48.0,Default,L,cortical
7Networks_LH_Default_PFC_7,-25.0,20.0,51.0,Default,L,cortical
7Networks_LH_Default_pCunPCC_1,-11.0,-56.0,13.0,Default,L,cortical
7Networks_LH_Default_pCunPCC_2,-6.0,-53.0,33.0,Default,L,cortical
7Networks_RH_Vis_1,32.0,-31.0,-22.0,Vis,R,cortical
7Networks_RH_Vis_2,27.0,-66.0,-12.0,Vis,R,cortical
7Networks_RH_Vis_3,49.0,-60.0,-11.0,Vis,R,cortical
7Networks_RH_Vis_4,22.0,-96.0,-5.0,Vis,R,cortical
7Networks_RH_Vis_5,8.0,-76.0,5.0,Vis,R,cortical
7Networks_RH_Vis_6,17.0,-57.0,5.0,Vis,R,cortical
7Networks_RH_Vis_7,36.0,-82.0,16.0,Vis,R,cortical
7Networks_RH_Vis_8,13.0,-86.0,29.0,Vis,R,cortical
7Networks_RH_SomMot_1,53.0,-16.0,7.0,SomMot,R,cortical
7Networks_RH_SomMot_2,40.0,-15.0,15.0,SomMot,R,cortical
7Networks_RH_SomMot_3,57.0,-4.0,11.0,SomMot,R,cortical
7Networks_RH_SomMot_4,58.0,-5.0,31.0,SomMot,R,cortical
7Networks_RH_SomMot_5,47.0,-11.0,48.0,SomMot,R,cortical
7Networks_RH_SomMot_6,41.0,-22.0,60.0,SomMot,R,cortical
7Networks_RH_SomMot_7,30.0,-37.0,64.0,SomMot,R,cortical
7Networks_RH_SomMot_8,6.0,-26.0,70.0,SomMot,R,cortical
7Networks_RH_DorsAttn_Post_1,50.0,-62.0,16.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_2,50.0,-24.0,42.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_3,38.0,-45.0,49.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_4,27.0,-67.0,51.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_5,14.0,-52.0,66.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_PrCv_1,49.0,10.0,27.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_FEF_1,28.0,-3.0,59.0,DorsAttn,R,cortical
7Networks_RH_SalVentAttn_TempOccPar_1,58.0,-42.0,13.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_TempOccPar_2,61.0,-26.0,27.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_FrOperIns_1,40.0,8.0,1.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_Med_1,11.0,-31.0,45.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_Med_2,7.0,6.0,52.0,SalVentAttn,R,cortical
7Networks_RH_Limbic_OFC_1,12.0,35.0,-20.0,Limbic,R,cortical
7Networks_RH_Limbic_TempPole_1,38.0,1.0,-38.0,Limbic,R,cortical
7Networks_RH_Cont_Par_1,57.0,-39.0,44.0,Cont,R,cortical
7Networks_RH_Cont_Par_2,45.0,-63.0,46.0,Cont,R,cortical
7Networks_RH_Cont_PFCl_1,30.0,58.0,-3.0,Cont,R,cortical
7Networks_RH_Cont_PFCl_2,45.0,39.0,15.0,Cont,R,cortical
7Networks_RH_Cont_PFCl_3,32.0,46.0,29.0,Cont,R,cortical
7Networks_RH_Cont_PFCl_4,43.0,16.0,45.0,Cont,R,cortical
7Networks_RH_Cont_Cing_1,5.0,-27.0,33.0,Cont,R,cortical
7Networks_RH_Cont_PFCmp_1,6.0,28.0,30.0,Cont,R,cortical
7Networks_RH_Cont_pCun_1,9.0,-66.0,43.0,Cont,R,cortical
7Networks_RH_Default_Par_1,55.0,-51.0,31.0,Default,R,cortical
7Networks_RH_Default_Temp_1,62.0,-23.0,-19.0,Default,R,cortical
7Networks_RH_Default_Temp_2,51.0,7.0,-18.0,Default,R,cortical
7Networks_RH_Default_Temp_3,57.0,-26.0,-2.0,Default,R,cortical
7Networks_RH_Default_PFCv_1,35.0,26.0,-15.0,Default,R,cortical
7Networks_RH_Default_PFCv_2,51.0,28.0,0.0,Default,R,cortical
7Networks_RH_Default_PFCdPFCm_1,7.0,48.0,1.0,Default,R,cortical
7Networks_RH_Default_PFCdPFCm_2,11.0,50.0,39.0,Default,R,cortical
7Networks_RH_Default_PFCdPFCm_3,26.0,24.0,50.0,Default,R,cortical
7Networks_RH_Default_pCunPCC_1,12.0,-54.0,14.0,Default,R,cortical
7Networks_RH_Default_pCunPCC_2,7.0,-52.0,31.0,Default,R,cortical
