region,x,y,z,network,hemisphere,structure
17Networks_RH_DorsAttnA_TempOcc_1,49.0,-60.0,-11.0,DorsAttnA,R,cortical
17Networks_RH_DorsAttnA_ParOcc_1,50.0,-62.0,16.0,DorsAttnA,R,cortical
17Networks_RH_DorsAttnA_SPL_1,27.0,-67.0,51.0,DorsAttnA,R,cortical
17Networks_RH_DorsAttnB_PostC_1,50.0,-24.0,42.0,DorsAttnB,R,cortical
17Networks_RH_DorsAttnB_PostC_2,14.0,-52.0,66.0,DorsAttnB,R,cortical
17Networks_RH_DorsAttnB_FEF_1,28.0,-3.0,59.0,DorsAttnB,R,cortical
17Networks_RH_SalVentAttnA_ParOper_1,61.0,-26.0,27.0,SalVentAttnA,R,cortical
17Networks_RH_SalVentAttnA_Ins_1,40.0,8.0,1.0,SalVentAttnA,R,cortical
17Networks_RH_SalVentAttnA_ParMed_1,11.0,-31.0,45.0,SalVentAttnA,R,cortical
17Networks_RH_SalVentAttnA_FrMed_1,7.0,6.0,52.0,SalVentAttnA,R,cortical
17Networks_RH_SalVentAttnB_IPL_1,57.0,-39.0,44.0,SalVentAttnB,R,cortical
17Networks_RH_SalVentAttnB_PFCl_1,32.0,46.0,29.0,SalVentAttnB,R,cortical
17Networks_RH_SalVentAttnB_PFCmp_1,6.0,28.0,30.0,SalVentAttnB,R,cortical
17Networks_RH_LimbicB_OFC_1,12.0,35.0,-20.0,LimbicB,R,cortical
17Networks_RH_LimbicA_TempPole_1,38.0,1.0,-38.0,LimbicA,R,cortical
17Networks_RH_ContA_IPS_1,38.0,-45.0,49.0,ContA,R,cortical
17Networks_RH_ContA_PFCl_1,45.0,39.0,15.0,ContA,R,cortical
17Networks_RH_ContA_PFCl_2,49.0,10.0,27.0,ContA,R,cortical
17Networks_RH_ContB_Temp_1,62.0,-23.0,-19.0,ContB,R,cortical
17Networks_RH_ContB_IPL_1,45.0,-63.0,46.0,ContB,R,cortical
17Networks_RH_ContB_PFCld_1,43.0,16.0,45.0,ContB,R,cortical
17Networks_RH_ContB_PFClv_1,30.0,58.0,-3.0,ContB,R,cortical
17Networks_RH_ContC_Cingp_1,5.0,-27.0,33.0,ContC,R,cortical
17Networks_RH_ContC_pCun_1,9.0,-66.0,43.0,ContC,R,cortical
17Networks_RH_DefaultA_IPL_1,55.0,-51.0,31.0,DefaultA,R,cortical
17Networks_RH_DefaultA_PFCd_1,26.0,24.0,50.0,DefaultA,R,cortical
17Networks_RH_DefaultA_pCunPCC_1,7.0,-52.0,31.0,DefaultA,R,cortical
17Networks_RH_DefaultA_PFCm_1,7.0,48.0,1.0,DefaultA,R,cortical
17Networks_RH_DefaultB_PFCd_1,11.0,50.0,39.0,DefaultB,R,cortical
17Networks_RH_DefaultB_PFCv_1,35.0,26.0,-15.0,DefaultB,R,cortical
17Networks_RH_DefaultB_PFCv_2,51.0,28.0,0.0,DefaultB,R,cortical
17Networks_RH_DefaultC_Rsp_1,12.0,-54.0,14.0,DefaultC,R,cortical
17Networks_RH_DefaultC_PHC_1,32.0,-31.0,-22.0,DefaultC,R,cortical
17Networks_RH_TempPar_1,51.0,7.0,-18.0,TempPar,R,cortical
17Networks_RH_TempPar_2,57.0,-26.0,-2.0,TempPar,R,cortical
17Networks_RH_TempPar_3,58.0,-42.0,13.0,TempPar,R,cortical
