region,x,y,z,network,hemisphere,structure
7Networks_LH_Default_pCunPCC_1,-11.0,-56.0,13.0,Default,L,cortical
7Networks_LH_Default_pCunPCC_2,-5.0,-55.0,27.0,Default,L,cortical
7Networks_LH_Default_pCunPCC_3,-4.0,-31.0,36.0,Default,L,cortical
7Networks_LH_Default_pCunPCC_4,-6.0,-54.0,42.0,Default,L,cortical
7Networks_LH_Default_PHC_1,-26.0,-32.0,-18.0,Default,L,cortical
7Networks_RH_Vis_1,39.0,-35.0,-23.0,Vis,R,cortical
7Networks_RH_Vis_2,28.0,-36.0,-14.0,Vis,R,cortical
7Networks_RH_Vis_3,29.0,-69.0,-12.0,Vis,R,cortical
7Networks_RH_Vis_4,12.0,-65.0,-5.0,Vis,R,cortical
7Networks_RH_Vis_5,48.0,-71.0,-6.0,Vis,R,cortical
7Networks_RH_Vis_6,11.0,-92.0,-5.0,Vis,R,cortical
7Networks_RH_Vis_7,16.0,-46.0,-1.0,Vis,R,cortical
7Networks_RH_Vis_8,31.0,-94.0,-4.0,Vis,R,cortical
7Networks_RH_Vis_9,9.0,-75.0,9.0,Vis,R,cortical
7Networks_RH_Vis_10,22.0,-60.0,7.0,Vis,R,cortical
7Networks_RH_Vis_11,42.0,-80.0,10.0,Vis,R,cortical
7Networks_RH_Vis_12,20.0,-90.0,22.0,Vis,R,cortical
7Networks_RH_Vis_13,11.0,-74.0,26.0,Vis,R,cortical
7Networks_RH_Vis_14,16.0,-85.0,39.0,Vis,R,cortical
7Networks_RH_Vis_15,33.0,-75.0,32.0,Vis,R,cortical
7Networks_RH_SomMot_1,51.0,-15.0,5.0,SomMot,R,cortical
7Networks_RH_SomMot_2,64.0,-23.0,8.0,SomMot,R,cortical
7Networks_RH_SomMot_3,38.0,-13.0,15.0,SomMot,R,cortical
7Networks_RH_SomMot_4,44.0,-27.0,18.0,SomMot,R,cortical
7Networks_RH_SomMot_5,59.0,0.0,10.0,SomMot,R,cortical
7Networks_RH_SomMot_6,56.0,-11.0,14.0,SomMot,R,cortical
7Networks_RH_SomMot_7,58.0,-5.0,31.0,SomMot,R,cortical
7Networks_RH_SomMot_8,10.0,-15.0,41.0,SomMot,R,cortical
7Networks_RH_SomMot_9,51.0,-22.0,52.0,SomMot,R,cortical
7Networks_RH_SomMot_10,47.0,-11.0,48.0,SomMot,R,cortical
7Networks_RH_SomMot_11,7.0,-11.0,51.0,SomMot,R,cortical
7Networks_RH_SomMot_12,40.0,-24.0,57.0,SomMot,R,cortical
7Networks_RH_SomMot_13,32.0,-40.0,64.0,SomMot,R,cortical
7Networks_RH_SomMot_14,33.0,-21.0,65.0,SomMot,R,cortical
7Networks_RH_SomMot_15,29.0,-34.0,65.0,SomMot,R,cortical
7Networks_RH_SomMot_16,22.0,-9.0,67.0,SomMot,R,cortical
7Networks_RH_SomMot_17,10.0,-39.0,69.0,SomMot,R,cortical
7Networks_RH_SomMot_18,6.0,-23.0,69.0,SomMot,R,cortical
7Networks_RH_SomMot_19,20.0,-29.0,70.0,SomMot,R,cortical
7Networks_RH_DorsAttn_Post_1,50.0,-53.0,-15.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_2,52.0,-60.0,9.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_3,59.0,-16.0,34.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_4,46.0,-38.0,49.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_5,41.0,-31.0,46.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_6,15.0,-73.0,53.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_7,34.0,-48.0,51.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_8,26.0,-61.0,58.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_9,8.0,-56.0,61.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_10,21.0,-48.0,70.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_FEF_1,34.0,-4.0,52.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_FEF_2,26.0,7.0,58.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_PrCv_1,52.0,11.0,21.0,DorsAttn,R,cortical
7Networks_RH_SalVentAttn_TempOccPar_1,57.0,-45.0,9.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_TempOccPar_2,60.0,-39.0,17.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_TempOccPar_3,60.0,-26.0,27.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_PrC_1,51.0,4.0,40.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_FrOperIns_1,41.0,6.0,-15.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_FrOperIns_2,46.0,-4.0,-4.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_FrOperIns_3,36.0,24.0,5.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_FrOperIns_4,43.0,7.0,4.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_Med_1,7.0,9.0,41.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_Med_2,11.0,-36.0,47.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_Med_3,8.0,3.0,66.0,SalVentAttn,R,cortical
7Networks_RH_Limbic_OFC_1,12.0,39.0,-22.0,Limbic,R,cortical
7Networks_RH_Limbic_OFC_2,28.0,22.0,-19.0,Limbic,R,cortical
7Networks_RH_Limbic_OFC_3,15.0,64.0,-8.0,Limbic,R,cortical
7Networks_RH_Limbic_TempPole_1,30.0,9.0,-38.0,Limbic,R,cortical
7Networks_RH_Limbic_TempPole_2,47.0,-12.0,-35.0,Limbic,R,cortical
7Networks_RH_Limbic_TempPole_3,25.0,-11.0,-32.0,Limbic,R,cortical
7Networks_RH_Cont_Par_1,62.0,-37.0,37.0,Cont,R,cortical
7Networks_RH_Cont_Par_2,53.0,-42.0,48.0,Cont,R,cortical
7Networks_RH_Cont_Par_3,37.0,-63.0,47.0,Cont,R,cortical
7Networks_RH_Cont_Temp_1,63.0,-41.0,-12.0,Cont,R,cortical
7Networks_RH_Cont_PFCv_1,34.0,21.0,-8.0,Cont,R,cortical
7Networks_RH_Cont_PFCl_1,36.0,46.0,-13.0,Cont,R,cortical
7Networks_RH_Cont_PFCl_2,29.0,58.0,5.0,Cont,R,cortical
7Networks_RH_Cont_PFCl_3,43.0,45.0,10.0,Cont,R,cortical
7Networks_RH_Cont_PFCl_4,46.0,24.0,26.0,Cont,R,cortical
7Networks_RH_Cont_PFCl_5,30.0,48.0,27.0,Cont,R,cortical
7Networks_RH_Cont_PFCl_6,41.0,33.0,37.0,Cont,R,cortical
7Networks_RH_Cont_PFCl_7,42.0,14.0,49.0,Cont,R,cortical
7Networks_RH_Cont_pCun_1,14.0,-70.0,37.0,Cont,R,cortical
7Networks_RH_Cont_Cing_1,5.0,-24.0,31.0,Cont,R,cortical
7Networks_RH_Cont_Cing_2,5.0,3.0,30.0,Cont,R,cortical
7Networks_RH_Cont_PFCmp_1,7.0,31.0,28.0,Cont,R,cortical
7Networks_RH_Cont_PFCmp_2,7.0,25.0,55.0,Cont,R,cortical
7Networks_RH_Default_Par_1,47.0,-69.0,27.0,Default,R,cortical
7Networks_RH_Default_Par_2,54.0,-50.0,28.0,Default,R,cortical
7Networks_RH_Default_Par_3,51.0,-59.0,44.0,Default,R,cortical
7Networks_RH_Default_Temp_1,47.0,13.0,-30.0,Default,R,cortical
7Networks_RH_Default_Temp_2,61.0,-13.0,-21.0,Default,R,cortical
7Networks_RH_Default_Temp_3,55.0,-6.0,-10.0,Default,R,cortical
7Networks_RH_Default_Temp_4,63.0,-27.0,-6.0,Default,R,cortical
7Networks_RH_Default_Temp_5,52.0,-31.0,2.0,Default,R,cortical
7Networks_RH_Default_PFCv_1,51.0,28.0,0.0,Default,R,cortical
7Networks_RH_Default_PFCdPFCm_1,5.0,37.0,-14.0,Default,R,cortical
7Networks_RH_Default_PFCdPFCm_2,8.0,42.0,4.0,Default,R,cortical
7Networks_RH_Default_PFCdPFCm_3,6.0,29.0,15.0,Default,R,cortical
7Networks_RH_Default_PFCdPFCm_4,8.0,58.0,18.0,Default,R,cortical
7Networks_RH_Default_PFCdPFCm_5,15.0,46.0,44.0,Default,R,cortical
7Networks_RH_Default_PFCdPFCm_6,29.0,30.0,42.0,Default,R,cortical
7Networks_RH_Default_PFCdPFCm_7,23.0,24.0,53.0,Default,R,cortical
7Networks_RH_Default_pCunPCC_1,12.0,-55.0,15.0,Default,R,cortical
7Networks_RH_Default_pCunPCC_2,7.0,-49.0,31.0,Default,R,cortical
7Networks_RH_Default_pCunPCC_3,6.0,-58.0,44.0,Default,R,cortical
