region,x,y,z,network,hemisphere,structure
7Networks_RH_SomMot_14,46.0,-10.0,48.0,SomMot,R,cortical
7Networks_RH_SomMot_15,50.0,-24.0,54.0,SomMot,R,cortical
7Networks_RH_SomMot_16,7.0,-11.0,50.0,SomMot,R,cortical
7Networks_RH_SomMot_17,39.0,-25.0,57.0,SomMot,R,cortical
7Networks_RH_SomMot_18,33.0,-41.0,64.0,SomMot,R,cortical
7Networks_RH_SomMot_19,33.0,-34.0,62.0,SomMot,R,cortical
7Networks_RH_SomMot_20,37.0,-20.0,64.0,SomMot,R,cortical
7Networks_RH_SomMot_21,9.0,-40.0,65.0,SomMot,R,cortical
7Networks_RH_SomMot_22,5.0,-23.0,65.0,SomMot,R,cortical
7Networks_RH_SomMot_23,24.0,-28.0,66.0,SomMot,R,cortical
7Networks_RH_SomMot_24,23.0,-35.0,70.0,SomMot,R,cortical
7Networks_RH_SomMot_25,22.0,-24.0,68.0,SomMot,R,cortical
7Networks_RH_SomMot_26,18.0,-10.0,71.0,SomMot,R,cortical
7Networks_RH_SomMot_27,12.0,-37.0,77.0,SomMot,R,cortical
7Networks_RH_SomMot_28,13.0,-29.0,73.0,SomMot,R,cortical
7Networks_RH_DorsAttn_Post_1,50.0,-53.0,-16.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_2,60.0,-53.0,-4.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_3,54.0,-56.0,14.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_4,35.0,-70.0,45.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_5,52.0,-34.0,52.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_6,54.0,-24.0,43.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_7,27.0,-67.0,42.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_8,40.0,-41.0,45.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_9,39.0,-32.0,46.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_10,16.0,-72.0,54.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_11,34.0,-50.0,52.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_12,26.0,-59.0,61.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_13,8.0,-56.0,61.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_Post_14,21.0,-48.0,71.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_FEF_1,35.0,-4.0,52.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_FEF_2,25.0,8.0,58.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_FEF_3,26.0,-9.0,62.0,DorsAttn,R,cortical
7Networks_RH_DorsAttn_PrCv_1,49.0,8.0,25.0,DorsAttn,R,cortical
7Networks_RH_SalVentAttn_TempOccPar_1,57.0,-45.0,9.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_TempOccPar_2,64.0,-33.0,23.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_TempOccPar_3,53.0,-29.0,26.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_TempOccPar_4,62.0,-20.0,24.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_TempOccPar_5,63.0,-26.0,39.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_PrC_1,51.0,4.0,40.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_FrOperIns_1,40.0,5.0,-11.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_FrOperIns_2,40.0,-11.0,-2.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_FrOperIns_3,38.0,21.0,4.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_FrOperIns_4,39.0,4.0,7.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_FrOperIns_5,50.0,5.0,4.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_FrOperIns_6,53.0,13.0,14.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_Med_1,7.0,9.0,41.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_Med_2,7.0,-16.0,40.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_Med_3,11.0,-37.0,45.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_Med_4,11.0,-35.0,53.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_Med_5,6.0,0.0,64.0,SalVentAttn,R,cortical
7Networks_RH_SalVentAttn_Med_6,16.0,6.0,69.0,SalVentAttn,R,cortical
7Networks_RH_Limbic_OFC_1,13.0,27.0,-21.0,Limbic,R,cortical
7Networks_RH_Limbic_OFC_2,26.0,21.0,-20.0,Limbic,R,cortical
7Networks_RH_Limbic_OFC_3,4.0,25.0,-22.0,Limbic,R,cortical
7Networks_RH_Limbic_OFC_4,10.0,52.0,-21.0,Limbic,R,cortical
7Networks_RH_Limbic_TempPole_1,35.0,-1.0,-44.0,Limbic,R,cortical
7Networks_RH_Limbic_TempPole_2,29.0,12.0,-34.0,Limbic,R,cortical
7Networks_RH_Limbic_TempPole_3,26.0,-9.0,-33.0,Limbic,R,cortical
7Networks_RH_Limbic_TempPole_4,52.0,-14.0,-34.0,Limbic,R,cortical
7Networks_RH_Limbic_TempPole_5,42.0,-20.0,-28.0,Limbic,R,cortical
7Networks_RH_Limbic_TempPole_6,46.0,10.0,-16.0,Limbic,R,cortical
7Networks_RH_Cont_Par_1,62.0,-38.0,38.0,Cont,R,cortical
7Networks_RH_Cont_Par_2,53.0,-42.0,48.0,Cont,R,cortical
7Networks_RH_Cont_Par_3,41.0,-54.0,48.0,Cont,R,cortical
7Networks_RH_Cont_Temp_1,62.0,-34.0,-17.0,Cont,R,cortical
7Networks_RH_Cont_PFCv_1,34.0,21.0,-9.0,Cont,R,cortical
7Networks_RH_Cont_PFCl_1,30.0,42.0,-14.0,Cont,R,cortical
7Networks_RH_Cont_PFCl_2,22.0,63.0,-7.0,Cont,R,cortical
7Networks_RH_Cont_PFCl_3,42.0,51.0,-7.0,Cont,R,cortical
7Networks_RH_Cont_PFCl_4,30.0,57.0,7.0,Cont,R,cortical
7Networks_RH_Cont_PFCl_5,44.0,44.0,11.0,Cont,R,cortical
7Networks_RH_Cont_PFCl_6,48.0,31.0,21.0,Cont,R,cortical
7Networks_RH_Cont_PFCl_7,35.0,45.0,27.0,Cont,R,cortical
7Networks_RH_Cont_PFCl_8,26.0,51.0,28.0,Cont,R,cortical
7Networks_RH_Cont_PFCl_9,41.0,15.0,30.0,Cont,R,cortical
7Networks_RH_Cont_PFCl_10,39.0,33.0,38.0,Cont,R,cortical
7Networks_RH_Cont_PFCl_11,43.0,15.0,47.0,Cont,R,cortical
7Networks_RH_Cont_PFCl_12,31.0,17.0,53.0,Cont,R,cortical
7Networks_RH_Cont_pCun_1,14.0,-70.0,37.0,Cont,R,cortical
7Networks_RH_Cont_pCun_2,5.0,-66.0,47.0,Cont,R,cortical
7Networks_RH_Cont_Cing_1,6.0,-26.0,29.0,Cont,R,cortical
7Networks_RH_Cont_Cing_2,5.0,1.0,30.0,Cont,R,cortical
7Networks_RH_Cont_PFCmp_1,7.0,30.0,28.0,Cont,R,cortical
7Networks_RH_Cont_PFCmp_2,5.0,19.0,54.0,Cont,R,cortical
7Networks_RH_Default_Par_1,55.0,-43.0,26.0,Default,R,cortical
7Networks_RH_Default_Par_2,53.0,-52.0,24.0,Default,R,cortical
7Networks_RH_Default_Par_3,47.0,-69.0,26.0,Default,R,cortical
7Networks_RH_Default_Par_4,47.0,-65.0,42.0,Default,R,cortical
7Networks_RH_Default_Par_5,55.0,-52.0,41.0,Default,R,cortical
7Networks_RH_Default_Temp_1,47.0,13.0,-32.0,Default,R,cortical
7Networks_RH_Default_Temp_2,60.0,-7.0,-21.0,Default,R,cortical
7Networks_RH_Default_Temp_3,54.0,-1.0,-13.0,Default,R,cortical
7Networks_RH_Default_Temp_4,50.0,-19.0,-9.0,Default,R,cortical
7Networks_RH_Default_Temp_5,63.0,-28.0,-5.0,Default,R,cortical
7Networks_RH_Default_Temp_6,51.0,-32.0,1.0,Default,R,cortical
7Networks_RH_Default_PFCv_1,42.0,28.0,-15.0,Default,R,cortical
7Networks_RH_Default_PFCv_2,49.0,32.0,-4.0,Default,R,cortical
7Networks_RH_Default_PFCv_3,54.0,24.0,7.0,Default,R,cortical
7Networks_RH_Default_PFCdPFCm_1,5.0,39.0,-11.0,Default,R,cortical
7Networks_RH_Default_PFCdPFCm_2,7.0,64.0,-7.0,Default,R,cortical
7Networks_RH_Default_PFCdPFCm_3,8.0,43.0,5.0,Default,R,cortical
7Networks_RH_Default_PFCdPFCm_4,18.0,65.0,16.0,Default,R,cortical
7Networks_RH_Default_PFCdPFCm_5,6.0,55.0,17.0,Default,R,cortical
7Networks_RH_Default_PFCdPFCm_6,6.0,25.0,18.0,Default,R,cortical
7Networks_RH_Default_PFCdPFCm_7,16.0,49.0,41.0,Default,R,cortical
7Networks_RH_Default_PFCdPFCm_8,5.0,40.0,43.0,Default,R,cortical
7Networks_RH_Default_PFCdPFCm_9,25.0,30.0,45.0,Default,R,cortical
7Networks_RH_Default_PFCdPFCm_10,14.0,24.0,60.0,Default,R,cortical
7Networks_RH_Default_pCunPCC_1,10.0,-51.0,10.0,Default,R,cortical
7Networks_RH_Default_pCunPCC_2,16.0,-58.0,21.0,Default,R,cortical
7Networks_RH_Default_pCunPCC_3,5.0,-54.0,24.0,Default,R,cortical
7Networks_RH_Default_pCunPCC_4,6.0,-37.0,36.0,Default,R,cortical
7Networks_RH_Default_pCunPCC_5,7.0,-57.0,35.0,Default,R,cortical
7Networks_RH_Default_pCunPCC_6,7.0,-50.0,45.0,Default,R,cortical
