region,x,y,z,network,hemisphere,structure
17Networks_RH_LimbicB_OFC_3,8.0,47.0,-23.0,LimbicB,R,cortical
17Networks_RH_LimbicB_OFC_4,20.0,43.0,-18.0,LimbicB,R,cortical
17Networks_RH_LimbicB_OFC_5,5.0,22.0,-21.0,LimbicB,R,cortical
17Networks_RH_LimbicB_OFC_6,9.0,63.0,-14.0,LimbicB,R,cortical
17Networks_RH_LimbicA_TempPole_1,28.0,-1.0,-40.0,LimbicA,R,cortical
17Networks_RH_LimbicA_TempPole_2,49.0,-7.0,-39.0,LimbicA,R,cortical
17Networks_RH_LimbicA_TempPole_3,37.0,17.0,-38.0,LimbicA,R,cortical
17Networks_RH_LimbicA_TempPole_4,39.0,-15.0,-31.0,LimbicA,R,cortical
17Networks_RH_LimbicA_TempPole_5,29.0,12.0,-30.0,LimbicA,R,cortical
17Networks_RH_LimbicA_TempPole_6,50.0,-28.0,-26.0,LimbicA,R,cortical
17Networks_RH_ContA_IPS_1,35.0,-71.0,47.0,ContA,R,cortical
17Networks_RH_ContA_IPS_2,54.0,-33.0,51.0,ContA,R,cortical
17Networks_RH_ContA_IPS_3,47.0,-44.0,46.0,ContA,R,cortical
17Networks_RH_ContA_IPS_4,36.0,-44.0,45.0,ContA,R,cortical
17Networks_RH_ContA_PFCd_1,24.0,10.0,58.0,ContA,R,cortical
17Networks_RH_ContA_PFCl_1,50.0,30.0,18.0,ContA,R,cortical
17Networks_RH_ContA_PFCl_2,48.0,18.0,23.0,ContA,R,cortical
17Networks_RH_ContA_PFCl_3,47.0,29.0,28.0,ContA,R,cortical
17Networks_RH_ContA_PFCl_4,49.0,8.0,25.0,ContA,R,cortical
17Networks_RH_ContA_PFCl_5,39.0,11.0,34.0,ContA,R,cortical
17Networks_RH_ContA_Cingm_1,5.0,1.0,30.0,ContA,R,cortical
17Networks_RH_ContB_Temp_1,62.0,-28.0,-20.0,ContB,R,cortical
17Networks_RH_ContB_Temp_2,63.0,-42.0,-11.0,ContB,R,cortical
17Networks_RH_ContB_IPL_1,55.0,-45.0,33.0,ContB,R,cortical
17Networks_RH_ContB_IPL_2,54.0,-53.0,44.0,ContB,R,cortical
17Networks_RH_ContB_IPL_3,56.0,-41.0,48.0,ContB,R,cortical
17Networks_RH_ContB_IPL_4,41.0,-55.0,48.0,ContB,R,cortical
17Networks_RH_ContB_PFCld_1,39.0,33.0,38.0,ContB,R,cortical
17Networks_RH_ContB_PFCld_2,45.0,19.0,44.0,ContB,R,cortical
17Networks_RH_ContB_PFCld_3,43.0,7.0,51.0,ContB,R,cortical
17Networks_RH_ContB_PFCld_4,34.0,15.0,56.0,ContB,R,cortical
17Networks_RH_ContB_PFClv_1,35.0,38.0,-13.0,ContB,R,cortical
17Networks_RH_ContB_PFClv_2,28.0,55.0,-14.0,ContB,R,cortical
17Networks_RH_ContB_PFClv_3,42.0,51.0,-6.0,ContB,R,cortical
17Networks_RH_ContB_PFClv_4,27.0,59.0,3.0,ContB,R,cortical
17Networks_RH_ContB_PFCmp_1,5.0,28.0,48.0,ContB,R,cortical
17Networks_RH_ContC_pCun_1,17.0,-63.0,28.0,ContC,R,cortical
17Networks_RH_ContC_pCun_2,13.0,-71.0,39.0,ContC,R,cortical
17Networks_RH_ContC_pCun_3,5.0,-64.0,44.0,ContC,R,cortical
17Networks_RH_ContC_pCun_4,7.0,-50.0,45.0,ContC,R,cortical
17Networks_RH_ContC_pCun_5,8.0,-71.0,53.0,ContC,R,cortical
17Networks_RH_ContC_Cingp_1,7.0,-44.0,20.0,ContC,R,cortical
17Networks_RH_ContC_Cingp_2,6.0,-26.0,28.0,ContC,R,cortical
17Networks_RH_DefaultA_Temp_1,61.0,-8.0,-23.0,DefaultA,R,cortical
17Networks_RH_DefaultA_IPL_1,53.0,-53.0,26.0,DefaultA,R,cortical
17Networks_RH_DefaultA_IPL_2,47.0,-64.0,42.0,DefaultA,R,cortical
17Networks_RH_DefaultA_PFCd_1,26.0,34.0,39.0,DefaultA,R,cortical
17Networks_RH_DefaultA_PFCd_2,24.0,26.0,51.0,DefaultA,R,cortical
17Networks_RH_DefaultA_pCunPCC_1,6.0,-52.0,23.0,DefaultA,R,cortical
17Networks_RH_DefaultA_pCunPCC_2,5.0,-63.0,31.0,DefaultA,R,cortical
17Networks_RH_DefaultA_pCunPCC_3,7.0,-39.0,35.0,DefaultA,R,cortical
17Networks_RH_DefaultA_pCunPCC_4,4.0,-20.0,37.0,DefaultA,R,cortical
17Networks_RH_DefaultA_pCunPCC_5,10.0,-53.0,35.0,DefaultA,R,cortical
17Networks_RH_DefaultA_PFCm_1,5.0,41.0,-11.0,DefaultA,R,cortical
17Networks_RH_DefaultA_PFCm_2,9.0,67.0,1.0,DefaultA,R,cortical
17Networks_RH_DefaultA_PFCm_3,7.0,42.0,4.0,DefaultA,R,cortical
17Networks_RH_DefaultA_PFCm_4,7.0,54.0,13.0,DefaultA,R,cortical
17Networks_RH_DefaultA_PFCm_5,17.0,65.0,16.0,DefaultA,R,cortical
17Networks_RH_DefaultA_PFCm_6,6.0,25.0,18.0,DefaultA,R,cortical
17Networks_RH_DefaultB_Temp_1,63.0,-23.0,-7.0,DefaultB,R,cortical
17Networks_RH_DefaultB_Temp_2,63.0,-38.0,0.0,DefaultB,R,cortical
17Networks_RH_DefaultB_AntTemp_1,49.0,9.0,-33.0,DefaultB,R,cortical
17Networks_RH_DefaultB_PFCd_1,6.0,58.0,29.0,DefaultB,R,cortical
17Networks_RH_DefaultB_PFCd_2,16.0,52.0,36.0,DefaultB,R,cortical
17Networks_RH_DefaultB_PFCd_3,5.0,44.0,40.0,DefaultB,R,cortical
17Networks_RH_DefaultB_PFCd_4,14.0,39.0,52.0,DefaultB,R,cortical
17Networks_RH_DefaultB_PFCd_5,12.0,20.0,63.0,DefaultB,R,cortical
17Networks_RH_DefaultB_PFCv_1,35.0,23.0,-18.0,DefaultB,R,cortical
17Networks_RH_DefaultB_PFCv_2,48.0,32.0,-8.0,DefaultB,R,cortical
17Networks_RH_DefaultB_PFCv_3,54.0,24.0,6.0,DefaultB,R,cortical
17Networks_RH_DefaultC_IPL_1,48.0,-64.0,22.0,DefaultC,R,cortical
17Networks_RH_DefaultC_IPL_2,45.0,-75.0,31.0,DefaultC,R,cortical
17Networks_RH_DefaultC_Rsp_1,14.0,-46.0,4.0,DefaultC,R,cortical
17Networks_RH_DefaultC_Rsp_2,12.0,-55.0,15.0,DefaultC,R,cortical
17Networks_RH_DefaultC_PHC_1,23.0,-18.0,-27.0,DefaultC,R,cortical
17Networks_RH_DefaultC_PHC_2,31.0,-31.0,-18.0,DefaultC,R,cortical
17Networks_RH_TempPar_1,47.0,16.0,-20.0,TempPar,R,cortical
17Networks_RH_TempPar_2,55.0,-4.0,-14.0,TempPar,R,cortical
17Networks_RH_TempPar_3,49.0,-20.0,-8.0,TempPar,R,cortical
17Networks_RH_TempPar_4,62.0,-19.0,0.0,TempPar,R,cortical
17Networks_RH_TempPar_5,50.0,-33.0,2.0,TempPar,R,cortical
17Networks_RH_TempPar_6,59.0,-46.0,7.0,TempPar,R,cortical
17Networks_RH_TempPar_7,51.0,-41.0,13.0,TempPar,R,cortical
17Networks_RH_TempPar_8,65.0,-34.0,11.0,TempPar,R,cortical
17Networks_RH_TempPar_9,55.0,-46.0,19.0,TempPar,R,cortical
17Networks_RH_TempPar_10,62.0,-40.0,22.0,TempPar,R,cortical
